route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
9__2__007_,CRTM,2,ONDARRETA-PRADO STO DOMINGO,,3,https://www.crtm.es/9__2__007_.aspx,E60003,FFFFFF
9__2__005_,CRTM,2,PUERTA DE SANTA ANA - HOSPITAL/UNIVERSIDAD,,3,https://www.crtm.es/9__2__005_.aspx,E60003,FFFFFF
9__3__065_,CRTM,3,3 CIRCULAR DE GETAFE,,3,https://www.crtm.es/9__3__065_.aspx,E60003,FFFFFF
9__3__007_,CRTM,3,ALCORCÓN CENTRAL - PARQUE EL LUCERO,,3,https://www.crtm.es/9__3__007_.aspx,E60003,FFFFFF
9__3__006_,CRTM,3,ARROYO DE LA VEGA-SOTO DE LA MORALEJA-EL ENCINAR DE LOS REYES,,3,https://www.crtm.es/9__3__006_.aspx,E60003,FFFFFF
9__3__161_,CRTM,3,CIRCULAR (El Restón-Avenida Andalucía-El Restón),,3,https://www.crtm.es/9__3__161_.aspx,E60003,FFFFFF
9__3__115_,CRTM,3,CIRCULAR DE POZUELO DE ALARCÓN,,3,https://www.crtm.es/9__3__115_.aspx,E60003,FFFFFF
9__3__014_,CRTM,3,CIRCULAR RECINTOS FERIALES,,3,https://www.crtm.es/9__3__014_.aspx,E60003,FFFFFF
9__3__005_,CRTM,3,CUATRO CAÑOS - HOSPITAL/UNIVERSIDAD - ESPARTALES,,3,https://www.crtm.es/9__3__005_.aspx,E60003,FFFFFF
9__3__054_,CRTM,3,EL ESCORIAL-LAS ZORRERAS,,3,https://www.crtm.es/9__3__054_.aspx,E60003,FFFFFF
9__3__013_,CRTM,3,EST. ARANJUEZ -  EL PINO,,3,https://www.crtm.es/9__3__013_.aspx,E60003,FFFFFF
9__3__022_,CRTM,3,FERIAL DE BOADILLA-VALDECABAÑAS-BONANZA,,3,https://www.crtm.es/9__3__022_.aspx,E60003,FFFFFF
9__3__047_,CRTM,3,FF.CC. - EL GORRONAL - HOSPITAL,,3,https://www.crtm.es/9__3__047_.aspx,E60003,FFFFFF
9__3__106_,CRTM,3,HOSPITAL-AVENIDA DE AMÉRICA-LAGUNA PARK,,3,https://www.crtm.es/9__3__106_.aspx,E60003,FFFFFF
9__3__092_,CRTM,3,POLÍGONO INDUSTRIAL LAS NIEVES-MÓSTOLES PRADILLO,,3,https://www.crtm.es/9__3__092_.aspx,E60003,FFFFFF
9__3__903_,CRTM,3,SOTO DE VIÑUELAS-TRES CANTOS FFCC-SOTO DE VIÑUELAS,,3,https://www.crtm.es/9__3__903_.aspx,E60003,FFFFFF
9__4__022_,CRTM,4,BOADILLA CENTRO - EL PASTEL,,3,https://www.crtm.es/9__4__022_.aspx,E60003,FFFFFF
9__4__014_,CRTM,4,CIRCULAR ARGANDA,,3,https://www.crtm.es/9__4__014_.aspx,E60003,FFFFFF
9__4__131_,CRTM,4,CIRCULAR SAN LORENZO DE EL ESCORIAL,,3,https://www.crtm.es/9__4__131_.aspx,E60003,FFFFFF
9__4__013_,CRTM,4,EST. ARANJUEZ - HOSPITAL - PAU DE LA MONTAÑA,,3,https://www.crtm.es/9__4__013_.aspx,E60003,FFFFFF
9__4__161_,CRTM,4,ESTACIÓN FFCC-POLÍGONOS NORTE,,3,https://www.crtm.es/9__4__161_.aspx,E60003,FFFFFF
9__4__047_,CRTM,4,FFCC-PQUE. CORUÑA-PUEBLO,,3,https://www.crtm.es/9__4__047_.aspx,E60003,FFFFFF
9__4__152_,CRTM,4,FFCC-PUEBLO-LOS PEÑASCALES,,3,https://www.crtm.es/9__4__152_.aspx,E60003,FFFFFF
9__4__092_,CRTM,4,MÓSTOLES SUR - MÓSTOLES (HOSPITAL REY JUAN CARLOS),,3,https://www.crtm.es/9__4__092_.aspx,E60003,FFFFFF
9__4__903_,CRTM,4,NUEVO TRES CANTOS - TRES CANTOS FF.CC.,,3,https://www.crtm.es/9__4__903_.aspx,E60003,FFFFFF
9__4__065_,CRTM,4,POL. IND. LOS ÁNGELES - HOSPITAL - PERALES DEL RÍO,,3,https://www.crtm.es/9__4__065_.aspx,E60003,FFFFFF
9__4__134_,CRTM,4,POLIDEPORTIVO-MOSCATELARES,,3,https://www.crtm.es/9__4__134_.aspx,E60003,FFFFFF
9__4__068_,CRTM,4,POLIDEPORTIVO-VALLEFRESNOS/LA SERRANILLA,,3,https://www.crtm.es/9__4__068_.aspx,E60003,FFFFFF
9__5__065_,CRTM,5,BUENAVISTA - SECTOR III,,3,https://www.crtm.es/9__5__065_.aspx,E60003,FFFFFF
9__5__013_,CRTM,5,EST. ARANJUEZ - HOSPITAL DEL TAJO,,3,https://www.crtm.es/9__5__013_.aspx,E60003,FFFFFF
9__5__161_,CRTM,5,ESTACIÓN FFCC-P.I. ROMPECUBAS,,3,https://www.crtm.es/9__5__161_.aspx,E60003,FFFFFF
9__5__152_,CRTM,5,FFCC-PUEBLO-LOS PEÑASCALES (Por Pº Joaquín Ruiz J.),,3,https://www.crtm.es/9__5__152_.aspx,E60003,FFFFFF
9__5__092_,CRTM,5,MOSTOLES (Estación FF.CC.) - PARQUE COIMBRA,,3,https://www.crtm.es/9__5__092_.aspx,E60003,FFFFFF
9__5__903_,CRTM,5,NUEVO TRES CANTOS - AV. VIÑUELAS,,3,https://www.crtm.es/9__5__903_.aspx,E60003,FFFFFF
9__5__005_,CRTM,5,PLAZA DE LA PAZ - NUEVA RINCONADA,,3,https://www.crtm.es/9__5__005_.aspx,E60003,FFFFFF
9__5__006_,CRTM,5,S. S. DE LOS REYES-ALCOBENDAS-SOTO MORALEJA,,3,https://www.crtm.es/9__5__006_.aspx,E60003,FFFFFF
9__6__005_,CRTM,6,EST. LA GARENA - VIRGEN DEL VAL,,3,https://www.crtm.es/9__6__005_.aspx,E60003,FFFFFF
9__6__006_,CRTM,6,ESTACIÓN FFCC VALDELASFUENTES-POLG. INDUSTRIAL,,3,https://www.crtm.es/9__6__006_.aspx,E60003,FFFFFF
9__6__161_,CRTM,6,ESTACIÓN FFCC-EL CARACOL-EL RESTÓN II,,3,https://www.crtm.es/9__6__161_.aspx,E60003,FFFFFF
9__6__047_,CRTM,6,FFCC-CANTOS ALTOS-PUEBLO-ARROYO ARRIBA,,3,https://www.crtm.es/9__6__047_.aspx,E60003,FFFFFF
9__6__065_,CRTM,6,HOSPITAL - SAN ISIDRO,,3,https://www.crtm.es/9__6__065_.aspx,E60003,FFFFFF
9__6__092_,CRTM,6,UNIVERSIDAD REY JUAN CARLOS-URB. P.GUADARRAMA,,3,https://www.crtm.es/9__6__092_.aspx,E60003,FFFFFF
9__7__005_,CRTM,7,ENSANCHE NORTE - NUEVA ALCALÁ / CEMENTERIO JARDÍN,,3,https://www.crtm.es/9__7__005_.aspx,E60003,FFFFFF
9__7__161_,CRTM,7,ESTACIÓN FFCC-HOSPITAL-EL RESTÓN,,3,https://www.crtm.es/9__7__161_.aspx,E60003,FFFFFF
9__7__134_,CRTM,7,ESTACIÓN FFCC-POLÍGONOS-ESTACIÓN FFCC,,3,https://www.crtm.es/9__7__134_.aspx,E60003,FFFFFF
9__7__065_,CRTM,7,GETAFE CENTRAL-P.I. SAN MARCOS-P.I. EL LOMO-P.E. LA CARPETANÍA,,3,https://www.crtm.es/9__7__065_.aspx,E60003,FFFFFF
9__8__134_,CRTM,8,CIRCULAR CIUDALCAMPO,,3,https://www.crtm.es/9__8__134_.aspx,E60003,FFFFFF
9__8__005_,CRTM,8,LOS NOGALES - VIRGEN DEL VAL,,3,https://www.crtm.es/9__8__005_.aspx,E60003,FFFFFF
9__9__005_,CRTM,9,EST. ALCALÁ DE HENARES - EL OLIVAR /POLÍGONO CAMPORROSO,,3,https://www.crtm.es/9__9__005_.aspx,E60003,FFFFFF
9__9__006_,CRTM,9,ESTACIÓN FFCC-ARROYO DE LA VEGA,,3,https://www.crtm.es/9__9__006_.aspx,E60003,FFFFFF
9__10__006_,CRTM,10,CIRCULAR DE ALCOBENDAS,,3,https://www.crtm.es/9__10__006_.aspx,E60003,FFFFFF
9__10__005_,CRTM,10,VIA COMPLUTENSE CENTRO - ESPARTALES NORTE,,3,https://www.crtm.es/9__10__005_.aspx,E60003,FFFFFF
9__11__006_,CRTM,11,CIRCULAR DE ALCOBENDAS,,3,https://www.crtm.es/9__11__006_.aspx,E60003,FFFFFF
9__11__005_,CRTM,11,LA GARENA - EST. ALCALÁ UNIVERSIDAD,,3,https://www.crtm.es/9__11__005_.aspx,E60003,FFFFFF
9__1_A_005_,CRTM,1A,CIRCULAR ALCALÁ DE HENARES,,3,https://www.crtm.es/9__1_A_005_.aspx,E60003,FFFFFF
9__1_B_005_,CRTM,1B,CIRCULAR ALCALÁ DE HENARES,,3,https://www.crtm.es/9__1_B_005_.aspx,E60003,FFFFFF
9_i_1__132_,CRTM,i1,RUTAS INSTITUTOS,,3,https://www.crtm.es/9_i_1__132_.aspx,E60003,FFFFFF
9__PI1__065_,CRTM,PI1,GETAFE CENTRAL - P.I. LOS ANGELES - P.I. LOS OLIVOS,,3,https://www.crtm.es/9__PI1__065_.aspx,E60003,FFFFFF
9__SE__161_,CRTM,SE,AV. DE ANDALUCÍA - PISCINA,,3,https://www.crtm.es/9__SE__161_.aspx,E60003,FFFFFF
